5968,403	82,305
5969,403	81,898
5970,403	81,860
5971,403	81,379
5972,403	81,601
5973,403	81,453
5974,403	81,601
5975,403	81,342
5976,403	81,416
5977,403	81,268
5978,404	81,749
5979,405	81,453
5980,405	81,527
5981,405	81,453
5982,406	81,379
5983,407	81,046
5984,407	80,935
5985,407	81,416
5986,407	80,824
5987,407	80,972
5988,407	80,564
5989,407	81,268
5990,408	80,712
5991,409	80,712
5992,409	81,379
5993,409	80,157
5994,409	80,305
5995,409	80,527
5996,409	80,601
5997,410	80,120
5998,411	80,305
5999,411	80,157
6000,412	80,564
6001,412	80,675
6002,413	80,453
6003,413	80,379
6004,413	80,638
6005,414	80,305
6006,415	80,416
6007,416	80,231
6008,417	80,675
6009,417	80,342
6010,417	80,342
6011,417	80,564
6012,417	80,305
6013,417	80,675
6014,417	79,972
6015,417	80,083
6016,417	80,564
6017,417	80,342
6018,417	79,972
6019,417	74,640
6020,417	62,222
6021,417	60,848
6022,417	59,510
6023,417	59,993
6024,417	59,770
6025,417	59,770
6026,418	60,142
6027,418	60,142
6028,418	59,919
6029,418	60,253
6030,419	60,439
6031,420	59,733
6032,420	60,402
6033,420	59,696
6034,420	59,733
6035,420	60,105
6036,420	60,291
6037,421	59,956
6038,421	60,142
6039,421	60,179
6040,421	59,622
6041,421	60,105
6042,422	59,845
6043,422	59,659
6044,422	60,105
6045,423	59,845
6046,424	59,993
6047,424	60,030
6048,424	59,807
6049,424	59,807
6050,425	59,956
6051,425	59,510
6052,425	59,584
6053,426	60,291
6054,426	60,179
6055,426	59,473
6056,426	59,696
6057,426	59,919
6058,426	59,919
6059,426	60,030
6060,427	60,291
6061,428	59,919
6062,428	59,807
6063,429	59,770
