6384,867	52,433
6385,867	51,911
6386,867	52,806
6387,867	52,471
6388,868	51,985
6389,869	52,396
6390,870	52,657
6391,871	52,806
6392,871	52,657
6393,872	52,657
6394,872	52,844
6395,872	52,806
6396,873	52,806
6397,873	52,918
6398,874	52,769
6399,875	52,359
6400,875	52,284
6401,875	52,620
6402,875	52,508
6403,875	52,769
6404,875	52,508
6405,876	52,769
6406,877	52,508
6407,877	52,060
6408,877	52,097
6409,878	52,284
6410,878	52,620
6411,878	52,732
6412,878	52,060
6413,879	51,911
6414,879	52,060
6415,879	52,209
6416,880	52,657
6417,880	52,582
6418,880	51,985
6419,881	52,135
6420,881	51,985
6421,881	52,060
6422,881	52,060
6423,882	52,284
6424,882	51,911
6425,882	52,359
6426,882	52,097
6427,882	51,873
6428,883	47,048
6429,883	29,038
6430,883	24,269
6431,884	24,957
6432,884	25,263
6433,884	25,683
6434,885	26,141
6435,885	26,446
6436,886	27,057
6437,886	32,231
6438,886	38,363
6439,887	37,759
6440,887	36,928
6441,887	36,361
6442,887	36,814
6443,887	35,755
6444,887	35,150
6445,887	35,491
6446,888	34,961
6447,889	35,264
6448,889	35,074
6449,889	35,415
6450,889	35,339
6451,889	34,885
6452,889	34,885
6453,890	34,923
6454,890	35,680
6455,890	35,226
6456,890	35,188
6457,890	35,036
6458,890	35,339
6459,890	34,961
6460,890	34,999
6461,890	34,544
6462,890	34,771
6463,890	34,923
6464,891	35,377
6465,892	35,036
6466,893	35,188
6467,893	35,226
6468,894	35,226
6469,894	35,907
6470,895	35,301
6471,895	35,377
6472,895	34,847
