4562,281	53,478
4563,281	52,844
4564,281	52,582
4565,282	53,329
4566,282	53,142
4567,283	52,956
4568,283	53,142
4569,283	53,329
4570,284	52,844
4571,284	53,254
4572,284	53,366
4573,284	53,515
4574,284	52,993
4575,284	53,068
4576,284	52,694
4577,284	52,881
4578,284	53,254
4579,284	52,545
4580,284	53,254
4581,284	52,433
4582,284	52,508
4583,285	53,030
4584,286	52,881
4585,286	53,105
4586,286	52,359
4587,286	52,806
4588,286	52,956
4589,286	52,694
4590,286	52,471
4591,286	52,471
4592,286	52,433
4593,287	52,620
4594,287	52,956
4595,288	52,396
4596,288	52,508
4597,288	52,433
4598,288	52,247
4599,288	52,582
4600,288	52,918
4601,289	52,657
4602,289	52,582
4603,289	52,918
4604,289	52,545
4605,289	52,508
4606,289	53,068
4607,290	52,471
4608,290	52,620
4609,291	52,060
4610,291	52,284
4611,292	52,582
4612,292	52,247
4613,292	52,471
4614,293	52,694
4615,293	52,806
4616,293	52,732
4617,294	52,545
4618,295	52,806
4619,296	52,732
4620,296	52,359
4621,296	52,732
4622,296	52,060
4623,296	51,724
4624,296	52,694
4625,296	52,097
4626,296	52,359
4627,297	51,948
4628,298	52,359
4629,298	52,582
4630,299	52,172
4631,299	52,508
4632,299	52,396
4633,299	52,918
4634,299	52,321
4635,299	52,694
4636,299	52,359
4637,300	52,396
4638,300	52,359
4639,300	51,649
4640,300	52,023
4641,300	51,836
4642,300	52,247
4643,300	52,508
4644,300	52,321
4645,300	51,873
4646,300	51,948
4647,300	52,620
4648,300	52,284
4649,300	51,948
4650,300	52,209
4651,300	52,023
4652,300	52,135
4653,300	52,359
4654,300	52,023
4655,300	52,097
4656,300	51,948
4657,300	51,985
4658,301	52,471
4659,302	51,948
4660,302	51,873
4661,302	51,724
4662,302	52,172
4663,302	51,985
4664,302	51,574
4665,302	52,060
4666,302	52,023
4667,302	52,060
4668,302	52,097
4669,302	51,724
4670,303	52,097
4671,303	51,985
4672,303	51,911
4673,303	51,799
4674,303	51,911
4675,303	52,060
4676,303	52,023
4677,303	51,649
4678,303	52,209
4679,303	52,172
4680,303	52,023
4681,303	51,985
4682,303	52,060
4683,303	52,097
4684,303	52,172
4685,303	52,135
4686,303	51,649
4687,303	51,836
4688,303	51,985
4689,304	52,060
4690,305	52,135
4691,305	51,799
4692,305	52,247
4693,305	51,985
4694,305	51,985
4695,305	52,135
4696,305	51,687
4697,305	51,537
4698,305	52,060
4699,305	52,023
4700,305	52,247
4701,305	51,873
4702,305	51,948
4703,305	50,790
4704,305	47,910
4705,305	43,597
4706,305	43,559
4707,305	42,657
4708,306	42,883
4709,306	42,996
4710,306	43,183
4711,306	43,108
4712,306	43,259
4713,306	43,033
4714,306	42,920
4715,306	42,770
4716,306	43,108
4717,306	42,732
4718,306	42,770
4719,306	42,996
4720,307	43,071
4721,307	42,958
4722,307	42,845
4723,307	43,221
4724,308	43,033
4725,308	43,183
4726,308	42,808
4727,308	43,033
4728,309	42,243
4729,309	42,770
4730,309	43,334
4731,309	42,920
4732,309	42,657
4733,309	42,544
4734,309	42,168
4735,309	42,808
4736,309	42,507
4737,309	42,958
4738,310	42,544
4739,311	42,657
4740,311	42,507
4741,311	42,695
4742,311	42,657
4743,311	42,131
4744,311	41,943
4745,311	42,582
4746,311	42,620
4747,311	42,544
4748,311	42,243
4749,311	42,770
4750,311	42,996
4751,312	42,883
4752,313	43,146
4753,313	42,996
4754,313	42,657
4755,313	42,394
4756,313	42,770
4757,313	42,168
4758,313	42,695
4759,313	43,033
4760,313	42,432
4761,313	42,432
4762,313	43,296
4763,313	42,695
4764,314	42,732
4765,315	42,356
4766,316	42,845
