6691,370	48,284
6692,370	48,808
6693,370	48,995
6694,370	48,921
6695,370	48,434
6696,370	48,808
6697,371	48,846
6698,371	48,135
6699,371	48,958
6700,371	48,097
6701,371	48,509
6702,372	48,696
6703,373	48,659
6704,373	48,172
6705,373	48,509
6706,374	48,584
6707,374	48,921
6708,374	49,070
6709,374	48,771
6710,374	48,509
6711,374	48,397
6712,374	48,584
6713,374	49,108
6714,374	48,921
6715,374	48,509
6716,375	48,546
6717,375	48,584
6718,376	48,958
6719,376	48,022
6720,376	48,659
6721,376	48,621
6722,377	49,070
6723,377	48,696
6724,378	48,546
6725,378	48,434
6726,378	48,284
6727,379	48,471
6728,379	48,696
6729,379	48,322
6730,379	48,359
6731,379	48,322
6732,379	48,397
6733,379	48,696
6734,380	48,546
6735,380	47,798
6736,381	46,749
6737,382	36,398
6738,382	8,614
6739,382	26,294
6740,383	36,852
6741,384	31,662
6742,384	29,875
6743,384	26,484
6744,385	25,148
6745,386	23,925
6746,386	24,078
6747,387	22,892
6748,387	23,121
6749,387	22,968
6750,387	22,624
6751,388	22,509
6752,388	23,083
6753,388	23,083
6754,389	22,968
6755,389	22,049
6756,389	22,470
6757,389	22,164
6758,389	22,853
6759,390	22,394
6760,390	22,700
6761,390	22,738
6762,391	22,126
6763,391	23,236
6764,391	22,164
6765,391	22,585
6766,391	22,202
6767,391	21,896
6768,391	22,279
6769,392	22,317
6770,392	22,547
6771,392	22,432
6772,393	22,662
6773,394	21,934
6774,395	22,815
6775,395	22,087
6776,395	21,896
6777,395	22,815
6778,395	22,202
6779,395	22,968
6780,396	22,815
6781,396	22,738
6782,397	22,470
6783,397	22,470
6784,398	22,432
