5191,882	26,790
5192,883	26,713
5193,883	26,599
5194,883	26,904
5195,883	26,790
5196,884	26,637
5197,884	26,561
5198,885	26,599
5199,885	26,523
5200,885	26,523
5201,885	26,713
5202,885	26,255
5203,885	26,484
5204,885	26,675
5205,885	26,332
5206,885	26,828
5207,885	26,675
5208,885	27,057
5209,885	26,484
5210,885	26,217
5211,885	26,713
5212,885	26,370
5213,885	26,675
5214,885	26,599
5215,886	26,713
5216,886	26,217
5217,886	26,599
5218,886	26,713
5219,887	26,179
5220,888	26,942
5221,888	27,019
5222,888	26,637
5223,888	27,057
5224,888	26,713
5225,888	27,019
5226,888	26,980
5227,888	26,828
5228,888	26,255
5229,888	26,713
5230,888	27,057
5231,888	27,057
5232,888	26,446
5233,888	26,942
5234,888	27,209
5235,888	27,324
5236,888	27,057
5237,888	26,713
5238,888	26,713
5239,888	27,133
5240,888	27,209
5241,888	26,980
5242,888	26,790
5243,889	27,133
5244,889	26,599
5245,889	26,484
5246,889	27,095
5247,889	27,095
5248,889	26,828
5249,889	26,561
5250,889	26,675
5251,889	27,133
5252,889	26,866
5253,890	26,599
5254,891	26,561
5255,892	26,942
5256,893	26,332
5257,893	26,637
5258,893	26,599
5259,894	26,752
5260,894	25,492
5261,894	25,148
5262,894	25,301
5263,894	23,657
5264,894	23,504
5265,898	23,772
5266,899	23,619
5267,899	23,886
5268,899	24,154
5269,899	23,886
5270,900	23,733
5271,900	23,886
5272,900	23,810
5273,900	23,542
5274,901	23,772
5275,902	23,504
5276,902	23,772
5277,903	23,733
5278,903	23,733
5279,903	23,733
5280,903	23,772
5281,903	24,039
5282,903	23,886
5283,903	23,963
5284,904	23,963
5285,905	23,695
5286,905	23,810
5287,905	24,192
5288,905	24,422
5289,905	24,039
5290,905	24,039
5291,905	24,154
5292,905	24,307
5293,905	23,772
5294,905	23,733
5295,905	24,192
5296,905	23,657
5297,905	24,231
5298,905	23,619
5299,905	23,963
5300,905	23,351
5301,906	23,580
5302,906	23,504
5303,906	23,848
5304,906	23,810
5305,906	23,925
5306,906	23,427
5307,906	24,039
5308,906	24,078
5309,906	24,269
5310,906	24,039
5311,906	24,460
5312,906	24,116
5313,906	23,580
5314,909	23,657
5315,909	23,733
5316,910	23,657
5317,910	24,384
5318,910	24,460
5319,910	24,384
5320,910	23,733
5321,910	24,039
5322,911	24,078
5323,911	24,345
5324,911	23,695
5325,912	24,154
5326,913	23,886
